Year,ScopeID,Sector,SubSector1,SubSector2,Emissions_tonnes_CO2-e,LGA,Planning_Region,Metro_or_Regional,LGA_CODE18
2019,1,Agriculture,Goat,,150,Liverpool Plains,New England North West,Regional,14920
2019,1,Agriculture,Other Livestock,,970,Liverpool Plains,New England North West,Regional,14920
2019,1,Agriculture,Poultry,,720,Liverpool Plains,New England North West,Regional,14920
2019,1,Agriculture,Sheep,,15560,Liverpool Plains,New England North West,Regional,14920
2019,1,Agriculture,Pig,,50,Liverpool Plains,New England North West,Regional,14920
2019,1,Agriculture,Crop,,30140,Liverpool Plains,New England North West,Regional,14920
2016,1,Agriculture,Beef,,66850,Lockhart,Riverina Murray,Regional,14950
2016,1,Agriculture,Dairy,,4760,Lockhart,Riverina Murray,Regional,14950
2016,1,Agriculture,Goat,,120,Lockhart,Riverina Murray,Regional,14950
2016,1,Agriculture,Other Livestock,,140,Lockhart,Riverina Murray,Regional,14950
2016,1,Agriculture,Poultry,,0,Lockhart,Riverina Murray,Regional,14950
2016,1,Agriculture,Sheep,,79220,Lockhart,Riverina Murray,Regional,14950
2016,1,Agriculture,Pig,,50,Lockhart,Riverina Murray,Regional,14950
2016,1,Agriculture,Crop,,16980,Lockhart,Riverina Murray,Regional,14950
2017,1,Agriculture,Beef,,71430,Lockhart,Riverina Murray,Regional,14950
2017,1,Agriculture,Dairy,,4250,Lockhart,Riverina Murray,Regional,14950
2017,1,Agriculture,Goat,,120,Lockhart,Riverina Murray,Regional,14950
2017,1,Agriculture,Other Livestock,,140,Lockhart,Riverina Murray,Regional,14950
2017,1,Agriculture,Poultry,,0,Lockhart,Riverina Murray,Regional,14950
2017,1,Agriculture,Sheep,,82300,Lockhart,Riverina Murray,Regional,14950
2017,1,Agriculture,Pig,,60,Lockhart,Riverina Murray,Regional,14950
2017,1,Agriculture,Crop,,22470,Lockhart,Riverina Murray,Regional,14950
2018,1,Agriculture,Beef,,63270,Lockhart,Riverina Murray,Regional,14950
2018,1,Agriculture,Dairy,,4440,Lockhart,Riverina Murray,Regional,14950
2018,1,Agriculture,Goat,,120,Lockhart,Riverina Murray,Regional,14950
2018,1,Agriculture,Other Livestock,,140,Lockhart,Riverina Murray,Regional,14950
2018,1,Agriculture,Poultry,,0,Lockhart,Riverina Murray,Regional,14950
2018,1,Agriculture,Sheep,,77410,Lockhart,Riverina Murray,Regional,14950
2018,1,Agriculture,Pig,,50,Lockhart,Riverina Murray,Regional,14950
2018,1,Agriculture,Crop,,12470,Lockhart,Riverina Murray,Regional,14950
2019,1,Agriculture,Beef,,54200,Lockhart,Riverina Murray,Regional,14950
2019,1,Agriculture,Dairy,,3860,Lockhart,Riverina Murray,Regional,14950
2019,1,Agriculture,Goat,,120,Lockhart,Riverina Murray,Regional,14950
2019,1,Agriculture,Other Livestock,,140,Lockhart,Riverina Murray,Regional,14950
2019,1,Agriculture,Poultry,,0,Lockhart,Riverina Murray,Regional,14950
2019,1,Agriculture,Sheep,,69570,Lockhart,Riverina Murray,Regional,14950
2019,1,Agriculture,Pig,,50,Lockhart,Riverina Murray,Regional,14950
2019,1,Agriculture,Crop,,7320,Lockhart,Riverina Murray,Regional,14950
2016,1,Agriculture,Beef,,7330,Maitland,Lower Hunter and Greater Newcastle City,Six Cities,15050
2016,1,Agriculture,Dairy,,3150,Maitland,Lower Hunter and Greater Newcastle City,Six Cities,15050
2016,1,Agriculture,Goat,,10,Maitland,Lower Hunter and Greater Newcastle City,Six Cities,15050
2016,1,Agriculture,Other Livestock,,270,Maitland,Lower Hunter and Greater Newcastle City,Six Cities,15050
2016,1,Agriculture,Poultry,,1510,Maitland,Lower Hunter and Greater Newcastle City,Six Cities,15050
2016,1,Agriculture,Sheep,,220,Maitland,Lower Hunter and Greater Newcastle City,Six Cities,15050
2016,1,Agriculture,Pig,,10,Maitland,Lower Hunter and Greater Newcastle City,Six Cities,15050
2016,1,Agriculture,Crop,,1350,Maitland,Lower Hunter and Greater Newcastle City,Six Cities,15050
2017,1,Agriculture,Beef,,7830,Maitland,Lower Hunter and Greater Newcastle City,Six Cities,15050
2017,1,Agriculture,Dairy,,2810,Maitland,Lower Hunter and Greater Newcastle City,Six Cities,15050
2017,1,Agriculture,Goat,,10,Maitland,Lower Hunter and Greater Newcastle City,Six Cities,15050
2017,1,Agriculture,Other Livestock,,270,Maitland,Lower Hunter and Greater Newcastle City,Six Cities,15050
2017,1,Agriculture,Poultry,,1620,Maitland,Lower Hunter and Greater Newcastle City,Six Cities,15050
2017,1,Agriculture,Sheep,,230,Maitland,Lower Hunter and Greater Newcastle City,Six Cities,15050
2017,1,Agriculture,Pig,,10,Maitland,Lower Hunter and Greater Newcastle City,Six Cities,15050
2017,1,Agriculture,Crop,,1320,Maitland,Lower Hunter and Greater Newcastle City,Six Cities,15050
2018,1,Agriculture,Beef,,6940,Maitland,Lower Hunter and Greater Newcastle City,Six Cities,15050
2018,1,Agriculture,Dairy,,2940,Maitland,Lower Hunter and Greater Newcastle City,Six Cities,15050
2018,1,Agriculture,Goat,,10,Maitland,Lower Hunter and Greater Newcastle City,Six Cities,15050
2018,1,Agriculture,Other Livestock,,270,Maitland,Lower Hunter and Greater Newcastle City,Six Cities,15050
2018,1,Agriculture,Poultry,,1780,Maitland,Lower Hunter and Greater Newcastle City,Six Cities,15050
2018,1,Agriculture,Sheep,,220,Maitland,Lower Hunter and Greater Newcastle City,Six Cities,15050
2018,1,Agriculture,Pig,,0,Maitland,Lower Hunter and Greater Newcastle City,Six Cities,15050
2018,1,Agriculture,Crop,,1250,Maitland,Lower Hunter and Greater Newcastle City,Six Cities,15050
2019,1,Agriculture,Beef,,5950,Maitland,Lower Hunter and Greater Newcastle City,Six Cities,15050
2019,1,Agriculture,Dairy,,2550,Maitland,Lower Hunter and Greater Newcastle City,Six Cities,15050
2019,1,Agriculture,Goat,,10,Maitland,Lower Hunter and Greater Newcastle City,Six Cities,15050
2019,1,Agriculture,Other Livestock,,270,Maitland,Lower Hunter and Greater Newcastle City,Six Cities,15050
2019,1,Agriculture,Poultry,,1510,Maitland,Lower Hunter and Greater Newcastle City,Six Cities,15050
2019,1,Agriculture,Sheep,,190,Maitland,Lower Hunter and Greater Newcastle City,Six Cities,15050
2019,1,Agriculture,Pig,,0,Maitland,Lower Hunter and Greater Newcastle City,Six Cities,15050
2019,1,Agriculture,Crop,,1110,Maitland,Lower Hunter and Greater Newcastle City,Six Cities,15050
2016,1,Agriculture,Beef,,147110,Mid-Coast,Upper Hunter,Regional,15240
2016,1,Agriculture,Dairy,,103640,Mid-Coast,Upper Hunter,Regional,15240
2016,1,Agriculture,Goat,,40,Mid-Coast,Upper Hunter,Regional,15240
2016,1,Agriculture,Other Livestock,,860,Mid-Coast,Upper Hunter,Regional,15240
2016,1,Agriculture,Poultry,,7410,Mid-Coast,Upper Hunter,Regional,15240
2016,1,Agriculture,Sheep,,380,Mid-Coast,Upper Hunter,Regional,15240
2016,1,Agriculture,Pig,,30,Mid-Coast,Upper Hunter,Regional,15240
2016,1,Agriculture,Crop,,12620,Mid-Coast,Upper Hunter,Regional,15240
2017,1,Agriculture,Beef,,157190,Mid-Coast,Upper Hunter,Regional,15240
2017,1,Agriculture,Dairy,,92550,Mid-Coast,Upper Hunter,Regional,15240
2017,1,Agriculture,Goat,,40,Mid-Coast,Upper Hunter,Regional,15240
2017,1,Agriculture,Other Livestock,,860,Mid-Coast,Upper Hunter,Regional,15240
2017,1,Agriculture,Poultry,,7950,Mid-Coast,Upper Hunter,Regional,15240
2017,1,Agriculture,Sheep,,390,Mid-Coast,Upper Hunter,Regional,15240
2017,1,Agriculture,Pig,,30,Mid-Coast,Upper Hunter,Regional,15240
2017,1,Agriculture,Crop,,12790,Mid-Coast,Upper Hunter,Regional,15240
2018,1,Agriculture,Beef,,139240,Mid-Coast,Upper Hunter,Regional,15240
2018,1,Agriculture,Dairy,,96700,Mid-Coast,Upper Hunter,Regional,15240
2018,1,Agriculture,Goat,,40,Mid-Coast,Upper Hunter,Regional,15240
2018,1,Agriculture,Other Livestock,,860,Mid-Coast,Upper Hunter,Regional,15240
2018,1,Agriculture,Poultry,,8720,Mid-Coast,Upper Hunter,Regional,15240
2018,1,Agriculture,Sheep,,370,Mid-Coast,Upper Hunter,Regional,15240
2018,1,Agriculture,Pig,,20,Mid-Coast,Upper Hunter,Regional,15240
2018,1,Agriculture,Crop,,11850,Mid-Coast,Upper Hunter,Regional,15240
2019,1,Agriculture,Beef,,119290,Mid-Coast,Upper Hunter,Regional,15240
2019,1,Agriculture,Dairy,,84020,Mid-Coast,Upper Hunter,Regional,15240
2019,1,Agriculture,Goat,,40,Mid-Coast,Upper Hunter,Regional,15240
2019,1,Agriculture,Other Livestock,,860,Mid-Coast,Upper Hunter,Regional,15240
2019,1,Agriculture,Poultry,,7410,Mid-Coast,Upper Hunter,Regional,15240
2019,1,Agriculture,Sheep,,330,Mid-Coast,Upper Hunter,Regional,15240
2019,1,Agriculture,Pig,,20,Mid-Coast,Upper Hunter,Regional,15240
2019,1,Agriculture,Crop,,10890,Mid-Coast,Upper Hunter,Regional,15240
2016,1,Agriculture,Beef,,174060,Mid-Western Regional,Central West and Orana,Regional,15270
2016,1,Agriculture,Dairy,,350,Mid-Western Regional,Central West and Orana,Regional,15270
2016,1,Agriculture,Goat,,80,Mid-Western Regional,Central West and Orana,Regional,15270
2016,1,Agriculture,Other Livestock,,710,Mid-Western Regional,Central West and Orana,Regional,15270
2016,1,Agriculture,Poultry,,70,Mid-Western Regional,Central West and Orana,Regional,15270
2016,1,Agriculture,Sheep,,119070,Mid-Western Regional,Central West and Orana,Regional,15270
2016,1,Agriculture,Pig,,80,Mid-Western Regional,Central West and Orana,Regional,15270
2016,1,Agriculture,Crop,,18220,Mid-Western Regional,Central West and Orana,Regional,15270
2017,1,Agriculture,Beef,,185990,Mid-Western Regional,Central West and Orana,Regional,15270
2017,1,Agriculture,Dairy,,310,Mid-Western Regional,Central West and Orana,Regional,15270
2017,1,Agriculture,Goat,,80,Mid-Western Regional,Central West and Orana,Regional,15270
2017,1,Agriculture,Other Livestock,,710,Mid-Western Regional,Central West and Orana,Regional,15270
2017,1,Agriculture,Poultry,,80,Mid-Western Regional,Central West and Orana,Regional,15270
2017,1,Agriculture,Sheep,,123700,Mid-Western Regional,Central West and Orana,Regional,15270
2017,1,Agriculture,Pig,,80,Mid-Western Regional,Central West and Orana,Regional,15270
2017,1,Agriculture,Crop,,18710,Mid-Western Regional,Central West and Orana,Regional,15270
2018,1,Agriculture,Beef,,164740,Mid-Western Regional,Central West and Orana,Regional,15270
2018,1,Agriculture,Dairy,,330,Mid-Western Regional,Central West and Orana,Regional,15270
2018,1,Agriculture,Goat,,80,Mid-Western Regional,Central West and Orana,Regional,15270
2018,1,Agriculture,Other Livestock,,710,Mid-Western Regional,Central West and Orana,Regional,15270
2018,1,Agriculture,Poultry,,80,Mid-Western Regional,Central West and Orana,Regional,15270
2018,1,Agriculture,Sheep,,116360,Mid-Western Regional,Central West and Orana,Regional,15270
2018,1,Agriculture,Pig,,80,Mid-Western Regional,Central West and Orana,Regional,15270
2018,1,Agriculture,Crop,,16610,Mid-Western Regional,Central West and Orana,Regional,15270
2019,1,Agriculture,Beef,,141140,Mid-Western Regional,Central West and Orana,Regional,15270
2019,1,Agriculture,Dairy,,290,Mid-Western Regional,Central West and Orana,Regional,15270
2019,1,Agriculture,Goat,,80,Mid-Western Regional,Central West and Orana,Regional,15270
2019,1,Agriculture,Other Livestock,,710,Mid-Western Regional,Central West and Orana,Regional,15270
2019,1,Agriculture,Poultry,,70,Mid-Western Regional,Central West and Orana,Regional,15270
2019,1,Agriculture,Sheep,,104560,Mid-Western Regional,Central West and Orana,Regional,15270
2019,1,Agriculture,Pig,,70,Mid-Western Regional,Central West and Orana,Regional,15270
2019,1,Agriculture,Crop,,15160,Mid-Western Regional,Central West and Orana,Regional,15270
2016,1,Agriculture,Beef,,174110,Moree Plains,New England North West,Regional,15300
2016,1,Agriculture,Dairy,,630,Moree Plains,New England North West,Regional,15300
2016,1,Agriculture,Goat,,810,Moree Plains,New England North West,Regional,15300
2016,1,Agriculture,Other Livestock,,910,Moree Plains,New England North West,Regional,15300
2016,1,Agriculture,Poultry,,0,Moree Plains,New England North West,Regional,15300
2016,1,Agriculture,Sheep,,41970,Moree Plains,New England North West,Regional,15300
2016,1,Agriculture,Pig,,10,Moree Plains,New England North West,Regional,15300
2016,1,Agriculture,Crop,,158230,Moree Plains,New England North West,Regional,15300
2017,1,Agriculture,Beef,,186040,Moree Plains,New England North West,Regional,15300
2017,1,Agriculture,Dairy,,560,Moree Plains,New England North West,Regional,15300
2017,1,Agriculture,Goat,,810,Moree Plains,New England North West,Regional,15300
2017,1,Agriculture,Other Livestock,,910,Moree Plains,New England North West,Regional,15300
2017,1,Agriculture,Poultry,,0,Moree Plains,New England North West,Regional,15300
2017,1,Agriculture,Sheep,,43600,Moree Plains,New England North West,Regional,15300
2017,1,Agriculture,Pig,,10,Moree Plains,New England North West,Regional,15300
2017,1,Agriculture,Crop,,246470,Moree Plains,New England North West,Regional,15300
2018,1,Agriculture,Beef,,164790,Moree Plains,New England North West,Regional,15300
2018,1,Agriculture,Dairy,,590,Moree Plains,New England North West,Regional,15300
2018,1,Agriculture,Goat,,810,Moree Plains,New England North West,Regional,15300
2018,1,Agriculture,Other Livestock,,910,Moree Plains,New England North West,Regional,15300
2018,1,Agriculture,Poultry,,0,Moree Plains,New England North West,Regional,15300
2018,1,Agriculture,Sheep,,41010,Moree Plains,New England North West,Regional,15300
2018,1,Agriculture,Pig,,10,Moree Plains,New England North West,Regional,15300
2018,1,Agriculture,Crop,,158780,Moree Plains,New England North West,Regional,15300
2019,1,Agriculture,Beef,,141180,Moree Plains,New England North West,Regional,15300
2019,1,Agriculture,Dairy,,510,Moree Plains,New England North West,Regional,15300
2019,1,Agriculture,Goat,,810,Moree Plains,New England North West,Regional,15300
2019,1,Agriculture,Other Livestock,,910,Moree Plains,New England North West,Regional,15300
2019,1,Agriculture,Poultry,,0,Moree Plains,New England North West,Regional,15300
2019,1,Agriculture,Sheep,,36860,Moree Plains,New England North West,Regional,15300
2019,1,Agriculture,Pig,,10,Moree Plains,New England North West,Regional,15300
2019,1,Agriculture,Crop,,90650,Moree Plains,New England North West,Regional,15300
2016,1,Agriculture,Beef,,80420,Murray River,Riverina Murray,Regional,15520
2016,1,Agriculture,Dairy,,52700,Murray River,Riverina Murray,Regional,15520
2016,1,Agriculture,Goat,,110,Murray River,Riverina Murray,Regional,15520
2016,1,Agriculture,Other Livestock,,310,Murray River,Riverina Murray,Regional,15520
2016,1,Agriculture,Poultry,,10,Murray River,Riverina Murray,Regional,15520
2016,1,Agriculture,Sheep,,123760,Murray River,Riverina Murray,Regional,15520
2016,1,Agriculture,Pig,,13270,Murray River,Riverina Murray,Regional,15520
2016,1,Agriculture,Crop,,51180,Murray River,Riverina Murray,Regional,15520
2017,1,Agriculture,Beef,,85930,Murray River,Riverina Murray,Regional,15520
2017,1,Agriculture,Dairy,,47060,Murray River,Riverina Murray,Regional,15520
2017,1,Agriculture,Goat,,110,Murray River,Riverina Murray,Regional,15520
2017,1,Agriculture,Other Livestock,,310,Murray River,Riverina Murray,Regional,15520
2017,1,Agriculture,Poultry,,10,Murray River,Riverina Murray,Regional,15520
2017,1,Agriculture,Sheep,,128580,Murray River,Riverina Murray,Regional,15520
2017,1,Agriculture,Pig,,13940,Murray River,Riverina Murray,Regional,15520
2017,1,Agriculture,Crop,,85890,Murray River,Riverina Murray,Regional,15520
2018,1,Agriculture,Beef,,76120,Murray River,Riverina Murray,Regional,15520
2018,1,Agriculture,Dairy,,49170,Murray River,Riverina Murray,Regional,15520
2018,1,Agriculture,Goat,,110,Murray River,Riverina Murray,Regional,15520
2018,1,Agriculture,Other Livestock,,310,Murray River,Riverina Murray,Regional,15520
2018,1,Agriculture,Poultry,,10,Murray River,Riverina Murray,Regional,15520
2018,1,Agriculture,Sheep,,120940,Murray River,Riverina Murray,Regional,15520
2018,1,Agriculture,Pig,,12580,Murray River,Riverina Murray,Regional,15520
2018,1,Agriculture,Crop,,66840,Murray River,Riverina Murray,Regional,15520
2019,1,Agriculture,Beef,,65210,Murray River,Riverina Murray,Regional,15520
2019,1,Agriculture,Dairy,,42720,Murray River,Riverina Murray,Regional,15520
2019,1,Agriculture,Goat,,110,Murray River,Riverina Murray,Regional,15520
2019,1,Agriculture,Other Livestock,,310,Murray River,Riverina Murray,Regional,15520
2019,1,Agriculture,Poultry,,10,Murray River,Riverina Murray,Regional,15520
2019,1,Agriculture,Sheep,,108680,Murray River,Riverina Murray,Regional,15520
2019,1,Agriculture,Pig,,12060,Murray River,Riverina Murray,Regional,15520
2019,1,Agriculture,Crop,,28430,Murray River,Riverina Murray,Regional,15520
2016,1,Agriculture,Beef,,44370,Murrumbidgee,Riverina Murray,Regional,15560
2016,1,Agriculture,Dairy,,63560,Murrumbidgee,Riverina Murray,Regional,15560
2016,1,Agriculture,Goat,,130,Murrumbidgee,Riverina Murray,Regional,15560
2016,1,Agriculture,Other Livestock,,180,Murrumbidgee,Riverina Murray,Regional,15560
2016,1,Agriculture,Poultry,,1720,Murrumbidgee,Riverina Murray,Regional,15560
2016,1,Agriculture,Sheep,,66490,Murrumbidgee,Riverina Murray,Regional,15560
2016,1,Agriculture,Pig,,7210,Murrumbidgee,Riverina Murray,Regional,15560
2016,1,Agriculture,Crop,,73370,Murrumbidgee,Riverina Murray,Regional,15560
2017,1,Agriculture,Beef,,47410,Murrumbidgee,Riverina Murray,Regional,15560
2017,1,Agriculture,Dairy,,56760,Murrumbidgee,Riverina Murray,Regional,15560
2017,1,Agriculture,Goat,,130,Murrumbidgee,Riverina Murray,Regional,15560
2017,1,Agriculture,Other Livestock,,180,Murrumbidgee,Riverina Murray,Regional,15560
2017,1,Agriculture,Poultry,,1840,Murrumbidgee,Riverina Murray,Regional,15560
2017,1,Agriculture,Sheep,,69080,Murrumbidgee,Riverina Murray,Regional,15560
2017,1,Agriculture,Pig,,7570,Murrumbidgee,Riverina Murray,Regional,15560
2017,1,Agriculture,Crop,,127610,Murrumbidgee,Riverina Murray,Regional,15560
2018,1,Agriculture,Beef,,42000,Murrumbidgee,Riverina Murray,Regional,15560
2018,1,Agriculture,Dairy,,59310,Murrumbidgee,Riverina Murray,Regional,15560
2018,1,Agriculture,Goat,,130,Murrumbidgee,Riverina Murray,Regional,15560
2018,1,Agriculture,Other Livestock,,180,Murrumbidgee,Riverina Murray,Regional,15560
2018,1,Agriculture,Poultry,,2020,Murrumbidgee,Riverina Murray,Regional,15560
2018,1,Agriculture,Sheep,,64980,Murrumbidgee,Riverina Murray,Regional,15560
2018,1,Agriculture,Pig,,6830,Murrumbidgee,Riverina Murray,Regional,15560
2018,1,Agriculture,Crop,,99170,Murrumbidgee,Riverina Murray,Regional,15560
2019,1,Agriculture,Beef,,35980,Murrumbidgee,Riverina Murray,Regional,15560
2019,1,Agriculture,Dairy,,51530,Murrumbidgee,Riverina Murray,Regional,15560
2019,1,Agriculture,Goat,,130,Murrumbidgee,Riverina Murray,Regional,15560
2019,1,Agriculture,Other Livestock,,180,Murrumbidgee,Riverina Murray,Regional,15560
2019,1,Agriculture,Poultry,,1720,Murrumbidgee,Riverina Murray,Regional,15560
2019,1,Agriculture,Sheep,,58390,Murrumbidgee,Riverina Murray,Regional,15560
2019,1,Agriculture,Pig,,6550,Murrumbidgee,Riverina Murray,Regional,15560
2019,1,Agriculture,Crop,,40820,Murrumbidgee,Riverina Murray,Regional,15560
2016,1,Agriculture,Beef,,68940,Muswellbrook,Upper Hunter,Regional,15650
2016,1,Agriculture,Dairy,,12900,Muswellbrook,Upper Hunter,Regional,15650
2016,1,Agriculture,Goat,,10,Muswellbrook,Upper Hunter,Regional,15650
2016,1,Agriculture,Other Livestock,,2270,Muswellbrook,Upper Hunter,Regional,15650
2016,1,Agriculture,Poultry,,100,Muswellbrook,Upper Hunter,Regional,15650
2016,1,Agriculture,Sheep,,1220,Muswellbrook,Upper Hunter,Regional,15650
2016,1,Agriculture,Pig,,10,Muswellbrook,Upper Hunter,Regional,15650
2016,1,Agriculture,Crop,,5950,Muswellbrook,Upper Hunter,Regional,15650
2017,1,Agriculture,Beef,,73670,Muswellbrook,Upper Hunter,Regional,15650
2017,1,Agriculture,Dairy,,11520,Muswellbrook,Upper Hunter,Regional,15650
2017,1,Agriculture,Goat,,10,Muswellbrook,Upper Hunter,Regional,15650
2017,1,Agriculture,Other Livestock,,2270,Muswellbrook,Upper Hunter,Regional,15650
2017,1,Agriculture,Poultry,,110,Muswellbrook,Upper Hunter,Regional,15650
2017,1,Agriculture,Sheep,,1270,Muswellbrook,Upper Hunter,Regional,15650
2017,1,Agriculture,Pig,,10,Muswellbrook,Upper Hunter,Regional,15650
2017,1,Agriculture,Crop,,5930,Muswellbrook,Upper Hunter,Regional,15650
2018,1,Agriculture,Beef,,65250,Muswellbrook,Upper Hunter,Regional,15650
2018,1,Agriculture,Dairy,,12030,Muswellbrook,Upper Hunter,Regional,15650
2018,1,Agriculture,Goat,,10,Muswellbrook,Upper Hunter,Regional,15650
2018,1,Agriculture,Other Livestock,,2270,Muswellbrook,Upper Hunter,Regional,15650
2018,1,Agriculture,Poultry,,120,Muswellbrook,Upper Hunter,Regional,15650
2018,1,Agriculture,Sheep,,1200,Muswellbrook,Upper Hunter,Regional,15650
2018,1,Agriculture,Pig,,10,Muswellbrook,Upper Hunter,Regional,15650
2018,1,Agriculture,Crop,,5570,Muswellbrook,Upper Hunter,Regional,15650
2019,1,Agriculture,Beef,,55900,Muswellbrook,Upper Hunter,Regional,15650
2019,1,Agriculture,Dairy,,10460,Muswellbrook,Upper Hunter,Regional,15650
2019,1,Agriculture,Goat,,10,Muswellbrook,Upper Hunter,Regional,15650
2019,1,Agriculture,Other Livestock,,2270,Muswellbrook,Upper Hunter,Regional,15650
2019,1,Agriculture,Poultry,,100,Muswellbrook,Upper Hunter,Regional,15650
2019,1,Agriculture,Sheep,,1070,Muswellbrook,Upper Hunter,Regional,15650
2019,1,Agriculture,Pig,,10,Muswellbrook,Upper Hunter,Regional,15650
2019,1,Agriculture,Crop,,5000,Muswellbrook,Upper Hunter,Regional,15650
2016,1,Agriculture,Beef,,18260,Nambucca,North Coast,Regional,15700
2016,1,Agriculture,Dairy,,18760,Nambucca,North Coast,Regional,15700
2016,1,Agriculture,Goat,,10,Nambucca,North Coast,Regional,15700
2016,1,Agriculture,Other Livestock,,180,Nambucca,North Coast,Regional,15700
2016,1,Agriculture,Poultry,,0,Nambucca,North Coast,Regional,15700
2016,1,Agriculture,Sheep,,50,Nambucca,North Coast,Regional,15700
2016,1,Agriculture,Pig,,40,Nambucca,North Coast,Regional,15700
2016,1,Agriculture,Crop,,1630,Nambucca,North Coast,Regional,15700
2017,1,Agriculture,Beef,,19510,Nambucca,North Coast,Regional,15700
2017,1,Agriculture,Dairy,,16750,Nambucca,North Coast,Regional,15700
2017,1,Agriculture,Goat,,10,Nambucca,North Coast,Regional,15700
2017,1,Agriculture,Other Livestock,,180,Nambucca,North Coast,Regional,15700
2017,1,Agriculture,Poultry,,0,Nambucca,North Coast,Regional,15700
2017,1,Agriculture,Sheep,,50,Nambucca,North Coast,Regional,15700
2017,1,Agriculture,Pig,,40,Nambucca,North Coast,Regional,15700
2017,1,Agriculture,Crop,,1570,Nambucca,North Coast,Regional,15700
2018,1,Agriculture,Beef,,17280,Nambucca,North Coast,Regional,15700
2018,1,Agriculture,Dairy,,17500,Nambucca,North Coast,Regional,15700
2018,1,Agriculture,Goat,,10,Nambucca,North Coast,Regional,15700
2018,1,Agriculture,Other Livestock,,180,Nambucca,North Coast,Regional,15700
2018,1,Agriculture,Poultry,,0,Nambucca,North Coast,Regional,15700
2018,1,Agriculture,Sheep,,40,Nambucca,North Coast,Regional,15700
2018,1,Agriculture,Pig,,40,Nambucca,North Coast,Regional,15700
2018,1,Agriculture,Crop,,1500,Nambucca,North Coast,Regional,15700
2019,1,Agriculture,Beef,,14800,Nambucca,North Coast,Regional,15700
2019,1,Agriculture,Dairy,,15210,Nambucca,North Coast,Regional,15700
2019,1,Agriculture,Goat,,10,Nambucca,North Coast,Regional,15700
2019,1,Agriculture,Other Livestock,,180,Nambucca,North Coast,Regional,15700
2019,1,Agriculture,Poultry,,0,Nambucca,North Coast,Regional,15700
2019,1,Agriculture,Sheep,,40,Nambucca,North Coast,Regional,15700
2019,1,Agriculture,Pig,,30,Nambucca,North Coast,Regional,15700
2019,1,Agriculture,Crop,,1320,Nambucca,North Coast,Regional,15700
2016,1,Agriculture,Beef,,123800,Narrabri,New England North West,Regional,15750
2016,1,Agriculture,Dairy,,1080,Narrabri,New England North West,Regional,15750
2016,1,Agriculture,Goat,,20,Narrabri,New England North West,Regional,15750
2016,1,Agriculture,Other Livestock,,380,Narrabri,New England North West,Regional,15750
2016,1,Agriculture,Poultry,,260,Narrabri,New England North West,Regional,15750
2016,1,Agriculture,Sheep,,30870,Narrabri,New England North West,Regional,15750
2016,1,Agriculture,Pig,,370,Narrabri,New England North West,Regional,15750
2016,1,Agriculture,Crop,,84690,Narrabri,New England North West,Regional,15750
2017,1,Agriculture,Beef,,132280,Narrabri,New England North West,Regional,15750
2017,1,Agriculture,Dairy,,960,Narrabri,New England North West,Regional,15750
2017,1,Agriculture,Goat,,20,Narrabri,New England North West,Regional,15750
2017,1,Agriculture,Other Livestock,,380,Narrabri,New England North West,Regional,15750
2017,1,Agriculture,Poultry,,280,Narrabri,New England North West,Regional,15750
2017,1,Agriculture,Sheep,,32070,Narrabri,New England North West,Regional,15750
2017,1,Agriculture,Pig,,390,Narrabri,New England North West,Regional,15750
2017,1,Agriculture,Crop,,126490,Narrabri,New England North West,Regional,15750
2018,1,Agriculture,Beef,,117170,Narrabri,New England North West,Regional,15750
2018,1,Agriculture,Dairy,,1010,Narrabri,New England North West,Regional,15750
2018,1,Agriculture,Goat,,20,Narrabri,New England North West,Regional,15750
2018,1,Agriculture,Other Livestock,,380,Narrabri,New England North West,Regional,15750
2018,1,Agriculture,Poultry,,300,Narrabri,New England North West,Regional,15750
2018,1,Agriculture,Sheep,,30170,Narrabri,New England North West,Regional,15750
2018,1,Agriculture,Pig,,350,Narrabri,New England North West,Regional,15750
2018,1,Agriculture,Crop,,98910,Narrabri,New England North West,Regional,15750
2019,1,Agriculture,Beef,,100390,Narrabri,New England North West,Regional,15750
2019,1,Agriculture,Dairy,,870,Narrabri,New England North West,Regional,15750
2019,1,Agriculture,Goat,,20,Narrabri,New England North West,Regional,15750
2019,1,Agriculture,Other Livestock,,380,Narrabri,New England North West,Regional,15750
2019,1,Agriculture,Poultry,,260,Narrabri,New England North West,Regional,15750
2019,1,Agriculture,Sheep,,27110,Narrabri,New England North West,Regional,15750
2019,1,Agriculture,Pig,,340,Narrabri,New England North West,Regional,15750
2019,1,Agriculture,Crop,,64440,Narrabri,New England North West,Regional,15750
2016,1,Agriculture,Beef,,33990,Narrandera,Riverina Murray,Regional,15800
2016,1,Agriculture,Dairy,,10,Narrandera,Riverina Murray,Regional,15800
2016,1,Agriculture,Goat,,20,Narrandera,Riverina Murray,Regional,15800
2016,1,Agriculture,Other Livestock,,40,Narrandera,Riverina Murray,Regional,15800
2016,1,Agriculture,Poultry,,8860,Narrandera,Riverina Murray,Regional,15800
2016,1,Agriculture,Sheep,,54460,Narrandera,Riverina Murray,Regional,15800
2016,1,Agriculture,Pig,,14410,Narrandera,Riverina Murray,Regional,15800
2016,1,Agriculture,Crop,,23080,Narrandera,Riverina Murray,Regional,15800
2017,1,Agriculture,Beef,,36320,Narrandera,Riverina Murray,Regional,15800
