Year,ScopeID,Sector,SubSector1,SubSector2,Emissions,LGA,Planning_Region,Metro_or_Regional,LGA_CODE18
2017,1,Waste,Waste Water,Industrial, -   ,Glen Innes Severn,New England North West,Regional,13010
2017,1,Waste,Waste Water,Industrial," 3,803 ",Goulburn Mulwaree,South East and Tablelands,Regional,13310
2017,1,Waste,Waste Water,Industrial, -   ,Greater Hume Shire,Riverina Murray,Regional,13340
2017,1,Waste,Waste Water,Industrial," 62,416 ",Griffith,Riverina Murray,Regional,13450
2017,1,Waste,Waste Water,Industrial, -   ,Gunnedah,New England North West,Regional,13550
2017,1,Waste,Waste Water,Industrial, -   ,Gwydir,New England North West,Regional,13660
2017,1,Waste,Waste Water,Industrial, -   ,Hawkesbury,Western Parkland City,Six Cities,13800
2017,1,Waste,Waste Water,Industrial, -   ,Hay,Riverina Murray,Regional,13850
2017,1,Waste,Waste Water,Industrial, -   ,Hilltops,South East and Tablelands,Regional,13910
2017,1,Waste,Waste Water,Industrial," 3,416 ",Hornsby,Eastern Harbour City,Six Cities,14000
2017,1,Waste,Waste Water,Industrial, -   ,Hunters Hill,Eastern Harbour City,Six Cities,14100
2017,1,Waste,Waste Water,Industrial," 1,022 ",Inner West,Eastern Harbour City,Six Cities,14170
2017,1,Waste,Waste Water,Industrial," 18,218 ",Inverell,New England North West,Regional,14200
2017,1,Waste,Waste Water,Industrial," 2,960 ",Junee,Riverina Murray,Regional,14300
2017,1,Waste,Waste Water,Industrial, -   ,Kempsey,North Coast,Regional,14350
2017,1,Waste,Waste Water,Industrial, -   ,Kiama,Illawarra-Shoalhaven City,Six Cities,14400
2017,1,Waste,Waste Water,Industrial, -   ,Ku-Ring-Gai,Eastern Harbour City,Six Cities,14500
2017,1,Waste,Waste Water,Industrial, -   ,Kyogle,North Coast,Regional,14550
2017,1,Waste,Waste Water,Industrial, -   ,Lachlan,Central West and Orana,Regional,14600
2017,1,Waste,Waste Water,Industrial, 573 ,Lake Macquarie,Lower Hunter and Greater Newcastle City,Six Cities,14650
2017,1,Waste,Waste Water,Industrial, -   ,Lane Cove,Eastern Harbour City,Six Cities,14700
2017,1,Waste,Waste Water,Industrial," 10,273 ",Leeton,Riverina Murray,Regional,14750
2017,1,Waste,Waste Water,Industrial, -   ,Lismore,North Coast,Regional,14850
2017,1,Waste,Waste Water,Industrial, -   ,Lithgow,Central West and Orana,Regional,14870
2017,1,Waste,Waste Water,Industrial," 2,082 ",Liverpool,Western Parkland City,Six Cities,14900
2017,1,Waste,Waste Water,Industrial, -   ,Liverpool Plains,New England North West,Regional,14920
2017,1,Waste,Waste Water,Industrial, -   ,Lockhart,Riverina Murray,Regional,14950
2017,1,Waste,Waste Water,Industrial, -   ,Maitland,Lower Hunter and Greater Newcastle City,Six Cities,15050
2017,1,Waste,Waste Water,Industrial," 9,678 ",Mid-Coast,Upper Hunter,Regional,15240
2017,1,Waste,Waste Water,Industrial, -   ,Mid-Western Regional,Central West and Orana,Regional,15270
2017,1,Waste,Waste Water,Industrial, -   ,Moree Plains,New England North West,Regional,15300
2017,1,Waste,Waste Water,Industrial, -   ,Mosman,Eastern Harbour City,Six Cities,15350
2017,1,Waste,Waste Water,Industrial, -   ,Murray River,Riverina Murray,Regional,15520
2017,1,Waste,Waste Water,Industrial, -   ,Murrumbidgee,Riverina Murray,Regional,15560
2017,1,Waste,Waste Water,Industrial, 191 ,Muswellbrook,Upper Hunter,Regional,15650
2017,1,Waste,Waste Water,Industrial, -   ,Nambucca,North Coast,Regional,15700
2017,1,Waste,Waste Water,Industrial, -   ,Narrabri,New England North West,Regional,15750
2017,1,Waste,Waste Water,Industrial, -   ,Narrandera,Riverina Murray,Regional,15800
2017,1,Waste,Waste Water,Industrial, -   ,Narromine,Central West and Orana,Regional,15850
2017,1,Waste,Waste Water,Industrial," 27,929 ",Newcastle,Lower Hunter and Greater Newcastle City,Six Cities,15900
2017,1,Waste,Waste Water,Industrial, -   ,North Sydney,Eastern Harbour City,Six Cities,15950
2017,1,Waste,Waste Water,Industrial," 1,460 ",Northern Beaches,Eastern Harbour City,Six Cities,15990
2017,1,Waste,Waste Water,Industrial, 401 ,Oberon,Central West and Orana,Regional,16100
2017,1,Waste,Waste Water,Industrial, -   ,Orange,Central West and Orana,Regional,16150
2017,1,Waste,Waste Water,Industrial, -   ,Parkes,Central West and Orana,Regional,16200
2017,1,Waste,Waste Water,Industrial," 5,729 ",Parramatta,Central River City,Six Cities,16260
2017,1,Waste,Waste Water,Industrial," 3,260 ",Penrith,Western Parkland City,Six Cities,16350
2017,1,Waste,Waste Water,Industrial, -   ,Port Macquarie-Hastings,North Coast,Regional,16380
2017,1,Waste,Waste Water,Industrial," 2,364 ",Port Stephens,Lower Hunter and Greater Newcastle City,Six Cities,16400
2017,1,Waste,Waste Water,Industrial, -   ,Queanbeyan-Palerang Regional,South East and Tablelands,Regional,16490
2017,1,Waste,Waste Water,Industrial," 4,037 ",Randwick,Eastern Harbour City,Six Cities,16550
2017,1,Waste,Waste Water,Industrial," 23,616 ",Richmond Valley,North Coast,Regional,16610
