Year,ScopeID,Sector,SubSector1,SubSector2,Emissions,LGA,Planning_Region,Metro_or_Regional,LGA_CODE18
2018,2,Electricity Consumption - Scope 2,Business,,11333.9,Gwydir,New England North West,Regional,13660
2018,2,Electricity Consumption - Scope 2,Business,,195780.2,Hawkesbury,Western Parkland City,Six Cities,13800
2018,2,Electricity Consumption - Scope 2,Business,,16035.1,Hay,Riverina Murray,Regional,13850
2018,2,Electricity Consumption - Scope 2,Business,,52411,Hilltops,South East and Tablelands,Regional,13910
2018,2,Electricity Consumption - Scope 2,Business,,439965.9,Hornsby,Eastern Harbour City,Six Cities,14000
2018,2,Electricity Consumption - Scope 2,Business,,22726.1,Hunters Hill,Eastern Harbour City,Six Cities,14100
2018,2,Electricity Consumption - Scope 2,Business,,392223.5,Inner West,Eastern Harbour City,Six Cities,14170
2018,2,Electricity Consumption - Scope 2,Business,,40646.1,Inverell,New England North West,Regional,14200
2018,2,Electricity Consumption - Scope 2,Business,,13533.4,Junee,Riverina Murray,Regional,14300
2018,2,Electricity Consumption - Scope 2,Business,,57699.9,Kempsey,North Coast,Regional,14350
2018,2,Electricity Consumption - Scope 2,Business,,27187.7,Kiama,Illawarra-Shoalhaven City,Six Cities,14400
2018,2,Electricity Consumption - Scope 2,Business,,148459.8,Ku-Ring-Gai,Eastern Harbour City,Six Cities,14500
2018,2,Electricity Consumption - Scope 2,Business,,14205.1,Kyogle,North Coast,Regional,14550
2018,2,Electricity Consumption - Scope 2,Business,,14668,Lachlan,Central West and Orana,Regional,14600
2018,2,Electricity Consumption - Scope 2,Business,,435073.5,Lake Macquarie,Lower Hunter and Greater Newcastle City,Six Cities,14650
2018,2,Electricity Consumption - Scope 2,Business,,89831.9,Lane Cove,Eastern Harbour City,Six Cities,14700
2018,2,Electricity Consumption - Scope 2,Business,,86288.9,Leeton,Riverina Murray,Regional,14750
2018,2,Electricity Consumption - Scope 2,Business,,99185.1,Lismore,North Coast,Regional,14850
2018,2,Electricity Consumption - Scope 2,Business,,220957.5,Lithgow,Central West and Orana,Regional,14870
